filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
S2405844019358037,10.1016/j.heliyon.2019.e02143,copper,,3.1,,clinoptilolite,HEU,,,,,7.72e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Cu; diffusivity_type: Dsavr; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,copper,,3.1,,clinoptilolite,HEU,,,,,6.32e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Cu; diffusivity_type: Do; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,copper,,3.1,,clinoptilolite,HEU,,,,,7.8e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Cu_1; diffusivity_type: Ds; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,copper,,3.1,,clinoptilolite,HEU,,,,,4.95e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Cu_1; diffusivity_type: Dsavr; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,copper,,3.1,,clinoptilolite,HEU,,,,,3.71e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Cu_1; diffusivity_type: Do; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,iron,,3.1,,clinoptilolite,HEU,,,,,4e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Fe; diffusivity_type: Ds; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,iron,,3.1,,clinoptilolite,HEU,,,,,3.4e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Fe; diffusivity_type: Dsavr; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,iron,,3.1,,clinoptilolite,HEU,,,,,2.28e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Fe; diffusivity_type: Do; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,iron,,3.1,,clinoptilolite,HEU,,,,,2.75e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Fe_1; diffusivity_type: Ds; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,iron,,3.1,,clinoptilolite,HEU,,,,,1.32e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Fe_1; diffusivity_type: Dsavr; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,iron,,3.1,,clinoptilolite,HEU,,,,,8.8e-14,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Fe_1; diffusivity_type: Do; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,1.1e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb; diffusivity_type: Ds; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,1.7e-14,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb; diffusivity_type: Dsavr; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,1.5e-14,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb; diffusivity_type: Do; particle_size: 1.18-1.4 mm; solid_mass: 20 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,1.3e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb_1; diffusivity_type: Ds; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,2.4e-14,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb_1; diffusivity_type: Dsavr; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,1.8e-14,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb_1; diffusivity_type: Do; particle_size: 1.18-1.4 mm; solid_mass: 10 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,5.06e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb_2; diffusivity_type: Ds; particle_size: 0.8-1 mm; solid_mass: 3.33 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,1.64e-13,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb_2; diffusivity_type: Dsavr; particle_size: 0.8-1 mm; solid_mass: 3.33 g,Experimental,Uptake/Release
S2405844019358037,10.1016/j.heliyon.2019.e02143,lead,,3.1,,clinoptilolite,HEU,,,,,7.2e-14,m2/s,298.0,K,0.01,mol/L,,,,,batch adsorption kinetics with HSDM,run: Pb_2; diffusivity_type: Do; particle_size: 0.8-1 mm; solid_mass: 3.33 g,Experimental,Uptake/Release
S2468023023006417,10.1016/j.surfin.2023.103271,pentadecafluorooctanoic acid,8.0,5.6,,MTW,MTW,,,,,1.47e-06,m2/s,298.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S2468023023006417,10.1016/j.surfin.2023.103271,pentadecafluorooctanoic acid,8.0,5.3,,VET,VET,,,,,6.24e-07,m2/s,298.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S2468023023006417,10.1016/j.surfin.2023.103271,pentadecafluorooctanoic acid,8.0,5.45,,GON,GON,,,,,2.18e-07,m2/s,298.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S2468023023006417,10.1016/j.surfin.2023.103271,pentadecafluorooctanoic acid,8.0,6.6,,BEA,BEA,,,,,1.18e-09,m2/s,298.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S2468025720300030,10.1016/j.gee.2019.12.006,"ethane-1,2-diol",5.0,7.4,,NaY,FAU-NaY,7.3,,,,6.2e-05,m2/s,313.0,K,,,0.22,g/g,,,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,MFI,MFI,,,,,2.08e-08,m2/s,373.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,MFI,MFI,,,,,2.87e-08,m2/s,373.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,MFI,MFI,,,,,2.49e-08,m2/s,473.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,MFI,MFI,,,,,3.07e-08,m2/s,473.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,MFI,MFI,,,,,2.91e-08,m2/s,573.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,MFI,MFI,,,,,3.29e-08,m2/s,573.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,MFI,MFI,,,,,3.25e-08,m2/s,673.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,MFI,MFI,,,,,3.59e-08,m2/s,673.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,1.9e-08,m2/s,373.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,3.5e-10,m2/s,373.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,2.1e-08,m2/s,473.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,1.43e-10,m2/s,473.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,2.34e-08,m2/s,573.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,3.41e-10,m2/s,573.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,2.46e-08,m2/s,673.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,7.72e-10,m2/s,673.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,H-ZSM5,MFI-H,,,,,1.8e-08,m2/s,373.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,H-ZSM5,MFI-H,,,,,2.59e-08,m2/s,373.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,H-ZSM5,MFI-H,,,,,2.38e-08,m2/s,473.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,H-ZSM5,MFI-H,,,,,3.09e-08,m2/s,473.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,H-ZSM5,MFI-H,,,,,3.31e-08,m2/s,573.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,H-ZSM5,MFI-H,,,,,3.52e-08,m2/s,573.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,nitrogen monoxide,3.17,4.7,,H-ZSM5,MFI-H,,,,,3.41e-08,m2/s,673.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S2468823122003078,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,H-ZSM5,MFI-H,,,,,3.78e-08,m2/s,673.0,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,ZSM-5,MFI-H,19.4,H+,,,2.75e-18,m2/s,333.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,ZSM-5,MFI-H,19.4,H+,,,5.64e-18,m2/s,353.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,ZSM-5,MFI-H,19.4,H+,,,1.4e-17,m2/s,373.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,MZ-5,MZ-5,15.2,H+,,,3.92e-18,m2/s,333.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,MZ-5,MZ-5,15.2,H+,,,8.03e-18,m2/s,353.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,MZ-5,MZ-5,15.2,H+,,,1.85e-17,m2/s,373.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,HZ-5,MFI-H,12.8,H+,,,4.05e-19,m2/s,333.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,HZ-5,MFI-H,12.8,H+,,,1.22e-18,m2/s,353.0,K,,,,,,,ZLC,,Experimental,ZLC
S246882312300130X,10.1016/j.mcat.2023.113044,cyclohexane,6.0,4.7,,HZ-5,MFI-H,12.8,H+,,,1.82e-18,m2/s,373.0,K,,,,,,,ZLC,,Experimental,ZLC
aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,1.41e-17,m2/s,473.0,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,4.41e-17,m2/s,523.0,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,1.71e-16,m2/s,573.0,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,3.82e-17,m2/s,473.0,K,,,,,,,gravimetric uptake,model: (II),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,7.54e-17,m2/s,523.0,K,,,,,,,gravimetric uptake,model: (II),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,2.75e-16,m2/s,573.0,K,,,,,,,gravimetric uptake,model: (II),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,nonane,4.9,6.61,,zeolite T,OFF,,,,,3.18e-17,m2/s,523.0,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,nonane,4.9,6.61,,zeolite T,OFF,,,,,8.98e-17,m2/s,573.0,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,nonane,4.9,6.61,,zeolite T,OFF,,,,,2.49e-16,m2/s,623.0,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,nonane,4.9,6.61,,zeolite T,OFF,,,,,6.64e-17,m2/s,523.0,K,,,,,,,gravimetric uptake,model: (II),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,nonane,4.9,6.61,,zeolite T,OFF,,,,,1.07e-16,m2/s,573.0,K,,,,,,,gravimetric uptake,model: (II),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,nonane,4.9,6.61,,zeolite T,OFF,,,,,3.07e-16,m2/s,623.0,K,,,,,,,gravimetric uptake,model: (II),Experimental,Uptake/Release
aic.690420108,10.1002/aic.690420108,dodecane,5.2,6.61,,zeolite T,OFF,,,,,1e-17,m2/s,573.0,K,,,,,,,gravimetric uptake,estimation_method: direct uptake curve analysis,Experimental,Uptake/Release
aic.690420507,10.1002/aic.690420507,strontium(2+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,9.583525e-10,m2/s,353.0,K,0.07,mol/L,,,,,Column breakthrough fitting,model: single-diffusion pore,Experimental,Column Dynamics
aic.690420507,10.1002/aic.690420507,strontium(2+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,4.416755e-12,m2/s,353.0,K,0.07,mol/L,,,,,Column breakthrough fitting,model: single-diffusion surface,Experimental,Column Dynamics
aic.690420507,10.1002/aic.690420507,calcium(2+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,4.9817663e-10,m2/s,353.0,K,0.02,mol/L,,,,,Column breakthrough fitting,model: single-diffusion pore,Experimental,Column Dynamics
aic.690420507,10.1002/aic.690420507,calcium(2+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,2.300046e-12,m2/s,353.0,K,0.02,mol/L,,,,,Column breakthrough fitting,model: single-diffusion surface,Experimental,Column Dynamics
aic.690420507,10.1002/aic.690420507,sodium ion,,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,8.3885011e-10,m2/s,353.0,K,0.2,mol/L,,,,,Column breakthrough fitting,model: single-diffusion pore,Experimental,Column Dynamics
aic.690420507,10.1002/aic.690420507,sodium ion,,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,3.866744e-12,m2/s,353.0,K,0.2,mol/L,,,,,Column breakthrough fitting,model: single-diffusion surface,Experimental,Column Dynamics
aic.690420507,10.1002/aic.690420507,strontium(2+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,1.800036e-10,m2/s,353.0,K,0.07,mol/L,,,,,Column breakthrough fitting,model: parallel diffusion pore,Experimental,Column Dynamics
aic.690420507,10.1002/aic.690420507,strontium(2+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,3.916745e-12,m2/s,353.0,K,0.07,mol/L,,,,,Column breakthrough fitting,model: parallel diffusion surface,Experimental,Column Dynamics
anie.202409288,10.1002/anie.202409288,i-c5 olefin,5.0,4.7,,Pt@Hie-TS-1,MFI,,Pt,0.8,wt%,1.04e-10,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
anie.202409288,10.1002/anie.202409288,i-c7 olefin,5.6,4.7,,Pt@Hie-TS-1,MFI,,Pt,0.8,wt%,4.9e-11,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
anie.202409288,10.1002/anie.202409288,pentene,4.5,4.7,,Pt@Hie-TS-1,MFI,,Pt,0.8,wt%,8.6e-11,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
anie.202409288,10.1002/anie.202409288,heptene,4.9,4.7,,Pt@Hie-TS-1,MFI,,Pt,0.8,wt%,3.7e-11,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,1.32e-17,m2/s,293.0,K,,,0.903,mmol/g,0.023344682,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: intracrystalline diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,1.32e-17,m2/s,293.0,K,,,1.994,mmol/g,0.12996229,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: intracrystalline diffusivity,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,2.5e-12,m2/s,293.0,K,,,0.903,mmol/g,0.023344682,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,2.5e-12,m2/s,293.0,K,,,1.994,mmol/g,0.12996229,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,3.2e-12,m2/s,293.0,K,,,0.897,mmol/g,0.023344682,bar,gravimetric uptake (constant pressure static),particle_size: 1.425 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,3.2e-12,m2/s,293.0,K,,,1.975,mmol/g,0.12996229,bar,gravimetric uptake (constant pressure static),particle_size: 1.425 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,3.9e-12,m2/s,293.0,K,,,0.916,mmol/g,0.023344682,bar,gravimetric uptake (constant pressure static),particle_size: 1.8 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,3.9e-12,m2/s,293.0,K,,,2,mmol/g,0.12996229,bar,gravimetric uptake (constant pressure static),particle_size: 1.8 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,4.4e-12,m2/s,293.0,K,,,0.914,mmol/g,0.023344682,bar,gravimetric uptake (constant pressure static),particle_size: 2.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,4.4e-12,m2/s,293.0,K,,,2.004,mmol/g,0.12996229,bar,gravimetric uptake (constant pressure static),particle_size: 2.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,2.41e-18,m2/s,293.0,K,,,1.046,mmol/g,0.0055461952,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: intracrystalline diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,6.3e-13,m2/s,293.0,K,,,1.046,mmol/g,0.0055461952,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,9.6e-13,m2/s,293.0,K,,,1.056,mmol/g,0.0055461952,bar,gravimetric uptake (constant pressure static),particle_size: 1.425 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,1.3e-12,m2/s,293.0,K,,,1.022,mmol/g,0.0055461952,bar,gravimetric uptake (constant pressure static),particle_size: 1.8 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,1.8e-12,m2/s,293.0,K,,,1.03,mmol/g,0.0055461952,bar,gravimetric uptake (constant pressure static),particle_size: 2.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,6.19e-07,m2/s,293.0,K,,,,,0.12996229,bar,gravimetric uptake (constant pressure static),surface_area: 60 m2/g; pore_radius: 70 A; coefficient_type: Knudsen diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,1.11e-08,m2/s,293.0,K,,,,,0.12996229,bar,gravimetric uptake (constant pressure static),surface_area: 60 m2/g; pore_radius: 70 A; coefficient_type: apparent pore diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,4.41e-06,m2/s,293.0,K,,,,,0.12996229,bar,gravimetric uptake (constant pressure static),surface_area: 28 m2/g; pore_radius: 150 A; coefficient_type: Knudsen diffusivity,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,8.22e-07,m2/s,293.0,K,,,,,0.023344682,bar,gravimetric uptake (constant pressure static),surface_area: 60 m2/g; pore_radius: 70 A; coefficient_type: Knudsen diffusivity,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,2.9e-08,m2/s,293.0,K,,,,,0.023344682,bar,gravimetric uptake (constant pressure static),surface_area: 60 m2/g; pore_radius: 70 A; coefficient_type: apparent pore diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,4.05e-07,m2/s,293.0,K,,,,,0.0055461952,bar,gravimetric uptake (constant pressure static),surface_area: 60 m2/g; pore_radius: 70 A; coefficient_type: Knudsen diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,9.1e-08,m2/s,293.0,K,,,,,0.0055461952,bar,gravimetric uptake (constant pressure static),surface_area: 60 m2/g; pore_radius: 70 A; coefficient_type: apparent pore diffusivity,Experimental,Uptake/Release
apj.412,,butanol,5.0,3.1,,natural clinoptilolite,HEU,,,,,2.9e-06,m2/s,293.0,K,,,,,0.0055461952,bar,gravimetric uptake (constant pressure static),surface_area: 28 m2/g; pore_radius: 150 A; coefficient_type: Knudsen diffusivity,Experimental,Uptake/Release
app.13046,10.1002/app.13046,water,2.65,3.1,,clinoptilolite,HEU,,,,,2.8e-12,m2/s,298.0,K,,,0.63,%,,,gravimetric sorption,zeolite_loading: 30 wt%; phase: vapor,Experimental,Uptake/Release
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,4.57e-09,m2/s,303.0,K,10,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,6.51e-09,m2/s,303.0,K,10,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.1e-08,m2/s,303.0,K,10,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
